"session_id","fullscreen","hq","music","hover_duration","n_actions","elapsed_time","n_event_name","n_name","n_fqid","n_room_fqid","n_text_fqid","n_notebook_click","n_object_hover","n_map_hover","n_cutscene_click","n_person_click","n_navigate_click","n_observation_click","n_notification_click","n_object_click","n_map_click","n_page1","n_page0","n_historicalsociety","n_kohlcenter","n_capitol","correctness","q1","q2","q3"
"21050313041338828",0,0,1,0,246,103924,9,4,23,6,13,4,0,0,45,19,153,1,6,15,2,2,2,176,59,11,1,1,1,1
"21050313072001624",1,0,1,5877,130,308984,10,4,22,6,14,6,2,2,30,19,51,0,9,8,2,0,6,101,27,2,1,1,1,1
"21050313073589920",0,0,0,0,303,312263,9,4,24,7,15,16,0,0,34,20,156,3,6,65,2,2,14,238,61,4,0.333333333333333,0,1,0
"21050313080198052",0,0,1,12132,194,138438,11,4,27,6,17,6,10,3,39,22,84,5,8,14,2,2,4,143,42,9,1,1,1,1
"21050313115250508",0,0,1,19965,120,173555,10,3,25,6,13,0,5,1,29,18,44,1,8,11,2,0,0,94,24,2,1,1,1,1
"21050313143133332",0,0,1,14051,119,319874,10,3,27,7,16,0,4,1,27,23,45,3,5,8,2,0,0,92,25,2,1,1,1,1
"21050313152157960",0,0,1,8172,195,247191,10,3,26,6,15,0,3,1,29,20,120,1,8,9,3,0,0,119,74,2,1,1,1,1
"21050313192228864",0,0,1,23094,121,238095,10,3,22,6,12,0,3,3,27,18,55,1,5,6,2,0,0,89,30,2,1,1,1,1
"21050313204896810",0,0,1,9720,154,326036,11,4,28,7,18,6,3,1,30,20,62,4,9,16,2,0,6,121,30,3,0.666666666666667,0,1,1
"21050313214154436",0,0,0,23981,174,267390,10,4,30,7,18,8,7,0,33,22,72,3,8,18,2,2,6,136,36,2,0.333333333333333,0,1,0
"21050313290148550",0,0,1,19975,127,267908,11,4,23,6,14,2,3,4,30,19,48,1,8,9,2,0,2,98,27,2,1,1,1,1
"21050313344628450",0,0,1,41223,225,448832,10,4,32,7,23,5,5,0,29,22,113,8,10,30,2,2,3,156,67,2,1,1,1,1
"21050313440899892",0,0,1,21054,166,275493,10,4,23,6,12,3,8,5,35,18,76,0,6,11,3,3,0,120,42,4,1,1,1,1
"21050313475227540",1,0,1,8766,181,282622,10,3,30,7,19,0,4,1,29,25,89,4,8,18,2,0,0,146,32,3,1,1,1,1
"21050313503044910",0,0,1,55051,210,330394,10,3,28,6,18,0,5,2,36,22,121,3,9,9,2,0,0,169,38,3,1,1,1,1
"21050313512265584",0,0,0,10936,180,465002,11,4,30,7,19,6,2,2,31,21,76,7,12,20,2,0,6,134,44,2,0.666666666666667,0,1,1
"21050313561325844",0,0,1,8510,200,144848,11,4,24,7,13,2,4,3,58,18,78,1,8,25,2,0,2,144,44,12,1,1,1,1
"21050314080040530",0,0,1,15750,165,1148662,11,4,26,6,14,4,3,2,27,18,85,4,5,14,2,2,2,124,38,3,0.666666666666667,0,1,1
"21050314113258230",0,0,1,14284,156,199665,11,4,22,6,12,7,3,2,33,18,74,1,5,10,2,2,5,113,41,2,0.666666666666667,0,1,1
"21050314122411030",0,0,1,7466,220,164861,9,3,24,7,12,0,2,1,43,26,131,0,5,9,2,0,0,155,63,2,1,1,1,1
"21050314152355012",0,0,1,41670,148,248130,10,4,23,6,14,3,5,3,32,21,64,0,9,8,2,3,0,109,37,2,1,1,1,1
"21050314153155972",1,0,1,15270,201,370911,10,3,26,7,16,0,8,2,25,27,112,3,5,16,2,0,0,157,42,2,1,1,1,1
"21050314161786644",0,0,1,20016,203,291112,10,3,28,7,17,0,10,3,26,19,103,4,8,26,3,0,0,145,56,2,0.666666666666667,0,1,1
"21050314261400424",0,0,1,15781,189,69970421,10,4,22,7,13,12,10,2,38,20,85,0,6,12,3,6,6,147,40,2,1,1,1,1
"21050314261588052",0,0,1,22966,324,605325864,10,3,25,6,18,0,9,2,77,47,142,3,18,20,4,0,0,252,60,12,0.333333333333333,0,1,0
"21050314322208584",0,0,1,0,140,282709,7,3,21,6,12,0,0,0,40,18,66,0,6,7,2,0,0,104,34,2,1,1,1,1
"21050314353185296",0,0,1,6164,137,190039,9,4,24,6,15,2,2,0,34,20,56,0,9,11,2,0,2,99,35,3,0.666666666666667,1,1,0
"21050314371641624",0,0,1,6531,248,113864,11,4,26,7,14,2,5,1,56,27,138,1,6,9,2,2,0,205,35,8,1,1,1,1
"21050314373333324",1,0,1,31706,132,207018,11,5,24,6,14,7,8,2,29,19,43,1,8,12,2,2,5,96,34,2,1,1,1,1
"21050314461002530",0,0,1,11280,154,248188,9,3,23,6,13,0,4,2,38,24,63,0,8,12,2,0,0,119,33,2,0.666666666666667,0,1,1
"21050314470350230",0,0,1,15423,193,254505,10,4,23,6,14,2,4,4,44,21,90,0,12,9,6,0,2,158,29,6,1,1,1,1
"21050314511084420",0,0,1,4140842,198,4952108,11,4,27,7,15,8,7,2,28,19,98,2,8,23,2,2,6,143,51,4,0.333333333333333,0,0,1
"21050314540758284",0,0,1,42919,206,449761,11,4,30,7,19,8,10,4,32,22,81,4,9,32,3,4,4,149,55,2,1,1,1,1
"21050314594316256",0,0,1,20127,159,201058,11,4,24,6,16,4,4,2,36,24,63,1,9,13,2,0,4,120,37,2,1,1,1,1
"21050315095269460",0,1,1,8260,150,214493,10,3,25,6,15,0,2,1,28,19,83,3,5,6,2,0,0,107,41,2,1,1,1,1
"21050315133487116",0,0,1,12453,134,309503,11,6,28,7,15,13,5,2,25,18,43,6,5,14,2,3,10,108,24,2,0.666666666666667,0,1,1
"21050315191587890",0,0,1,6884,171,237728,10,3,25,7,15,0,4,2,30,20,97,2,6,7,2,0,0,126,42,3,1,1,1,1
"21050315265847590",0,0,1,15351,155,238268,10,3,26,7,16,0,5,4,26,23,79,2,5,8,2,0,0,109,44,2,0.666666666666667,0,1,1
"21050315295171390",0,0,1,10937,157,221227,10,4,22,6,14,2,4,3,28,19,80,0,9,9,2,0,2,113,42,2,1,1,1,1
"21050315373201170",0,0,1,28922,122,272527,9,3,22,6,12,0,5,3,33,18,42,0,6,12,2,0,0,93,27,2,1,1,1,1
"21050315415725524",0,0,1,32521,346,395762,11,4,30,7,21,9,9,3,35,31,206,9,12,29,2,2,7,305,39,2,1,1,1,1
"21050315474155350",0,0,1,66703,113,367350,10,4,22,6,12,4,7,2,28,18,36,0,8,7,2,0,4,85,26,2,1,1,1,1
"21050316075738252",0,0,1,13444,213,317697,11,5,30,7,19,6,5,3,35,24,91,3,12,31,2,2,4,168,42,3,1,1,1,1
"21050316082882084",0,0,1,12290,109,334390,9,3,23,7,11,0,3,1,27,18,40,0,5,12,2,0,0,81,26,2,1,1,1,1
"21050316141048200",1,1,1,31582,185,339741,11,4,26,7,16,4,7,1,34,22,93,2,8,11,2,0,4,127,52,6,0.666666666666667,0,1,1
"21050316150157176",0,0,1,9683,185,257072,11,4,26,7,14,7,6,1,35,18,93,3,8,10,3,2,5,150,33,2,1,1,1,1
"21050316193674190",0,0,1,0,139,171735,9,6,22,6,12,12,0,0,40,18,43,1,5,17,2,4,8,106,30,3,1,1,1,1
"21050316273594900",1,0,1,42326,215,450384,11,4,29,7,18,11,11,2,27,26,82,4,5,44,2,2,9,160,53,2,1,1,1,1
"21050316283601588",0,0,1,15133,152,296262,11,4,28,7,17,11,3,4,34,22,54,2,9,9,3,2,9,118,32,2,1,1,1,1
"21050316283823850",1,0,1,9466,234,287857,11,4,29,7,17,15,3,3,36,22,124,4,9,13,4,2,13,178,51,5,1,1,1,1
"21050316374708172",0,0,1,38469,121,636730,10,4,24,6,14,2,4,4,34,19,31,0,9,15,2,0,2,92,27,2,0.666666666666667,0,1,1
"21050316381094090",0,0,1,10423,180,151194,8,3,23,6,13,0,5,0,42,21,87,0,8,14,2,0,0,133,45,2,1,1,1,1
"21050317011818056",0,0,1,16114,143,220892,10,4,21,6,12,5,4,4,33,18,62,0,6,8,2,0,5,106,34,3,1,1,1,1
"21050317094444308",0,0,1,0,173,109213,7,3,22,6,13,0,0,0,50,20,81,0,9,10,2,0,0,135,29,9,1,1,1,1
"21050317135431516",0,0,1,0,137,337385,8,4,22,6,12,8,0,0,26,18,66,0,8,8,2,4,4,89,46,2,1,1,1,1
"21050317230871930",0,0,1,0,187,8576487,8,4,22,6,12,2,0,0,43,18,95,0,9,16,3,0,2,128,50,9,0.666666666666667,0,1,1
"21050317310085324",0,0,1,8017,135,199858,11,4,25,6,15,2,5,2,29,19,56,2,8,9,2,0,2,101,32,2,1,1,1,1
"21050317321440310",0,0,1,155399,148,293688,10,4,23,6,12,5,11,4,28,18,60,0,11,8,2,0,5,110,36,2,1,1,1,1
"21050317331170120",0,0,1,13601,127,258721,9,3,23,6,12,0,6,1,30,19,38,0,5,25,2,0,0,88,37,2,1,1,1,1
"21050317394483692",0,0,1,32206,285,266597,10,3,25,7,15,0,6,2,30,26,200,4,5,9,2,0,0,246,33,6,1,1,1,1
"21050317461239076",0,0,1,8492,138,291190,9,3,22,6,13,0,1,2,29,18,65,0,9,11,2,0,0,96,40,2,1,1,1,1
"21050317555882480",0,0,1,18303,165,592468,11,4,26,7,16,12,4,2,33,25,61,1,6,18,2,3,9,124,39,2,1,1,1,1
"21050317572571664",0,0,1,13239,171,214032,9,3,21,6,12,0,4,3,32,18,96,0,6,6,5,0,0,129,40,2,1,1,1,1
"21050317594757144",0,1,1,0,163,315143,9,4,25,7,16,14,0,0,34,20,66,1,9,16,2,0,14,136,24,3,0.666666666666667,0,1,1
"21050318023521770",0,0,1,15699,128,264994,10,4,21,6,11,2,3,1,35,18,51,0,5,10,2,0,2,98,28,2,1,1,1,1
"21050318421648070",1,1,1,20503,151,198830,11,4,27,6,17,10,4,1,31,24,57,3,9,9,2,2,8,116,32,3,1,1,1,1
"21050318422599212",0,0,1,22124,165,291988,11,4,28,7,19,4,5,2,31,29,62,2,15,12,2,0,4,134,29,2,1,1,1,1
"21050318494947132",0,0,1,26880,142,274483,10,4,27,6,18,2,5,0,32,23,54,4,8,11,2,0,2,110,25,7,1,1,1,1
"21050318551872896",0,0,1,6837,157,137044,9,3,23,6,13,0,2,2,27,19,81,0,8,15,2,0,0,113,42,2,1,1,1,1
"21050319063148268",0,0,1,22861,157,349149,11,4,29,7,17,11,4,3,29,21,57,3,9,17,2,4,7,114,40,3,0.666666666666667,1,1,0
"21050319071089264",0,0,1,8940,202,108978,10,4,23,6,13,2,6,3,52,22,90,0,9,15,2,0,2,148,44,10,1,1,1,1
"21050319191725376",0,1,1,27755,163,244557,10,3,26,6,15,0,7,3,43,22,60,2,8,14,3,0,0,125,36,2,0.666666666666667,0,1,1
"21050320292148652",0,0,1,18862,159,161611,10,3,23,6,14,0,4,2,47,18,68,1,9,7,2,0,0,121,36,2,1,1,1,1
"21050320375644956",0,1,1,198229,267,2872437,11,4,30,7,18,4,9,7,56,31,101,5,18,27,7,0,4,204,59,4,1,1,1,1
"21050320383240616",0,0,1,19286,131,213813,11,4,24,6,14,2,4,2,33,18,49,1,9,9,3,2,0,96,33,2,0.666666666666667,0,1,1
"21050320513649016",0,0,1,10542,138,333414,8,3,23,6,13,0,4,0,25,21,70,0,8,7,2,0,0,98,38,2,1,1,1,1
"21050320520500184",0,0,1,0,196,275887,8,5,24,6,15,8,0,0,32,21,112,0,9,11,2,3,5,142,48,6,1,1,1,1
"21050320563209610",0,0,1,3265,129,163148,9,3,22,6,13,0,1,3,31,18,55,0,9,8,3,0,0,92,34,3,1,1,1,1
"21050321243070580",0,0,1,14085,150,202934,11,4,24,7,13,4,5,6,40,18,53,1,6,14,2,0,4,113,33,4,1,1,1,1
"21050321282921496",0,0,1,8256,157,194331,10,4,22,7,11,6,4,2,36,18,73,0,5,10,2,0,6,111,44,2,0.666666666666667,0,1,1
"21050321415432736",0,0,1,22414,265,293014,10,4,27,6,16,6,9,0,35,19,157,6,11,19,2,0,6,203,59,3,0.666666666666667,0,1,1
"21050321565288948",0,0,0,0,118,206179,8,4,22,6,12,2,0,0,35,18,45,0,6,9,2,0,2,92,24,2,1,1,1,1
"21050406571461890",0,0,1,0,153,275992,8,4,24,6,15,2,0,0,34,21,73,0,9,11,2,2,0,103,44,6,1,1,1,1
"21050407332930132",0,0,1,24180,159,453323,10,4,23,6,13,4,3,3,25,20,85,0,5,10,3,2,2,113,44,2,1,1,1,1
"21050407355156030",0,0,1,0,187,100083,7,3,22,6,13,0,0,0,39,18,107,0,9,11,2,0,0,139,46,2,1,1,1,1
"21050407502024860",0,0,1,9789,138,221410,9,3,21,6,11,0,2,3,25,18,76,0,5,6,2,0,0,93,43,2,1,1,1,1
"21050407521570404",1,0,1,10362,167,204781,10,3,25,7,13,0,3,2,44,20,73,1,6,14,3,0,0,127,38,2,1,1,1,1
"21050407524478810",0,1,1,6377,142,175304,8,3,22,6,13,0,4,0,33,18,64,0,9,11,2,0,0,105,35,2,1,1,1,1
"21050408004570604",0,0,1,22956,355,797632,11,4,28,7,17,24,8,12,26,23,213,19,8,19,2,2,22,302,51,2,0.666666666666667,0,1,1
"21050408101237910",0,0,1,7828,265,206730,10,4,22,6,12,4,4,4,56,18,146,0,6,23,3,2,2,189,65,11,0.666666666666667,0,1,1
"21050408195555344",0,0,1,33896,152,376156,11,4,25,6,13,5,8,3,29,21,68,1,5,9,2,5,0,105,45,2,1,1,1,1
"21050408201305028",0,1,1,10000,105,329817,11,4,25,7,12,4,3,1,27,18,33,1,5,10,2,0,4,83,20,2,1,1,1,1
"21050408260832344",0,0,1,5123,153,168839,9,3,24,6,14,0,2,2,34,22,72,0,8,10,2,0,0,108,43,2,1,1,1,1
"21050408261379076",0,0,1,0,183,271314,9,4,23,6,14,8,0,0,37,18,96,1,9,10,3,3,5,145,34,4,1,1,1,1
"21050408265920012",0,0,1,0,159,480646,8,4,22,6,13,8,0,0,34,18,60,0,9,26,3,2,6,101,55,3,0.333333333333333,0,1,0
"21050408270057710",0,0,1,0,143,541098,8,6,22,6,13,12,0,0,36,18,56,0,9,9,2,8,4,104,35,4,1,1,1,1
"21050408270464000",0,0,1,0,138,432811,8,4,23,7,13,4,0,0,33,18,58,0,9,11,4,2,2,99,37,2,0.333333333333333,0,1,0
"21050408271070996",0,0,1,0,272,456414,9,5,25,7,14,11,0,0,38,18,122,1,9,70,2,6,5,152,118,2,0.333333333333333,0,1,0
"21050408273477110",0,0,1,0,317,139890,7,3,22,6,13,0,0,0,58,18,154,0,9,72,5,0,0,189,115,13,1,1,1,1
"21050408384311880",0,0,1,6737,164,287287,10,3,26,6,17,0,2,3,32,24,84,2,6,7,3,0,0,131,29,4,1,1,1,1
"21050408390942000",0,0,1,13715,245,409806,11,4,26,7,16,5,6,1,31,21,151,3,6,18,2,0,5,202,41,2,0.666666666666667,0,1,1
"21050408441719676",0,0,1,0,290,184950,8,4,23,7,12,14,0,0,48,18,183,0,6,18,2,2,12,208,66,16,0.666666666666667,0,1,1
"21050408454926224",0,0,1,18337,155,578542,11,4,24,7,13,7,8,1,27,21,68,1,5,14,2,2,5,123,30,2,0.666666666666667,1,0,1
"21050408475181452",0,0,1,15184,310,4090741,10,3,31,7,20,0,5,1,36,33,195,5,10,22,2,0,0,237,71,2,0.666666666666667,0,1,1
"21050408481785484",0,0,1,16746,153,289826,9,3,23,6,13,0,9,3,34,18,62,0,9,15,2,0,0,112,39,2,1,1,1,1
"21050408520605064",0,0,1,0,137,190422,7,3,22,6,13,0,0,0,38,19,59,0,6,12,2,0,0,107,28,2,1,1,1,1
"21050408530905040",0,0,1,9934,439,399231,11,4,28,7,19,4,5,2,49,61,262,8,9,33,5,0,4,341,85,13,0.666666666666667,0,1,1
"21050408571055770",0,0,1,6934,134,174406,10,3,27,7,15,0,5,3,29,22,58,2,5,7,2,0,0,99,33,2,1,1,1,1
"21050408575234372",0,0,1,24239,225,402638,11,4,28,7,16,14,8,2,29,19,106,6,8,30,2,2,12,163,60,2,1,1,1,1
"21050409013717516",0,0,1,32404,222,2443567,10,3,30,7,19,0,7,1,43,38,91,4,15,20,2,0,0,193,27,2,1,1,1,1
"21050409014284490",0,0,1,29696,177,232024,11,4,25,6,17,2,4,1,32,24,93,1,9,8,2,0,2,133,41,3,1,1,1,1
"21050409115243736",1,1,1,6221,170,2528383,9,3,27,6,18,0,2,0,39,26,77,2,12,8,3,0,0,126,40,4,0.333333333333333,0,1,0
"21050409133027784",0,0,1,4849,133,263417,10,3,25,7,15,0,1,1,33,22,59,1,6,7,2,0,0,100,31,2,1,1,1,1
"21050409221075530",0,0,1,10380,220,212435,10,3,30,6,17,0,6,4,30,21,137,2,8,8,3,0,0,178,36,6,1,1,1,1
"21050409262684796",0,0,1,13146,172,6396763,10,3,24,6,13,0,6,6,34,21,86,1,5,10,2,0,0,124,41,7,0.666666666666667,0,1,1
"21050409284911650",0,0,1,18917,110,253929,9,3,27,7,16,0,3,0,26,20,40,2,8,8,2,0,0,84,24,2,0.666666666666667,0,1,1
"21050409313293156",1,0,1,4899,177,123786,10,4,22,6,13,8,3,1,35,18,90,0,9,9,3,2,6,124,46,7,1,1,1,1
"21050409352005070",0,0,1,5127,172,233938,10,3,27,6,15,0,2,4,43,18,80,3,9,10,2,0,0,135,35,2,1,1,1,1
"21050409410653424",0,0,1,14068,210,303361,10,3,26,7,15,0,3,1,44,27,106,8,6,12,2,0,0,170,37,3,0.666666666666667,0,1,1
"21050409462135136",0,0,0,12828,136,174232,9,3,21,6,11,0,4,1,28,18,71,0,5,6,2,0,0,96,38,2,1,1,1,1
"21050409462386080",0,0,1,11734,172,567251,11,4,28,7,19,19,4,2,30,24,56,3,12,19,2,4,15,140,30,2,1,1,1,1
"21050409482438500",0,0,1,11254,135,482042,9,3,23,6,15,0,9,2,30,22,50,0,9,10,2,0,0,103,30,2,0.666666666666667,0,1,1
"21050409490209870",0,0,1,7594,170,217157,11,4,27,7,18,4,3,2,38,22,75,2,12,8,3,0,4,130,37,3,1,1,1,1
"21050409512152984",0,0,1,15513,157,285150,11,4,30,7,16,2,4,6,27,20,74,2,8,11,2,0,2,120,35,2,1,1,1,1
"21050409531833296",1,0,1,10194,133,212516,10,4,22,6,14,4,6,1,34,21,42,0,9,13,2,0,4,100,31,2,1,1,1,1
"21050409545963210",1,0,1,33518,370,446356,11,4,29,7,16,26,9,4,31,18,244,7,8,20,2,0,26,318,46,6,0.666666666666667,0,1,1
"21050409574775200",1,0,1,10119,124,395956,10,4,23,6,14,3,2,0,31,19,47,1,8,10,2,0,3,97,25,2,1,1,1,1
"21050410040865740",0,0,1,19040,120,172042,10,3,25,6,15,0,5,1,29,22,44,1,8,7,2,0,0,94,23,3,1,1,1,1
"21050410043712136",0,0,1,0,219,150719,7,3,22,6,12,0,0,0,45,18,135,0,6,12,2,0,0,160,48,11,0.666666666666667,0,1,1
"21050410054621824",0,0,1,16395,387,382260,11,4,28,7,17,7,10,3,42,25,192,5,9,90,3,0,7,222,163,2,0.666666666666667,0,1,1
"21050410064739076",0,0,1,11735,153,192423,10,4,23,6,14,4,6,2,32,18,70,0,9,9,2,0,4,113,36,4,0.666666666666667,1,0,1
"21050410070286370",0,0,1,14976,169,403192,10,4,28,7,19,10,5,0,26,25,70,11,8,11,2,2,8,138,28,3,0.666666666666667,0,1,1
"21050410085134250",0,0,1,6759,153,218271,10,3,24,6,13,0,2,3,32,18,80,1,6,7,3,0,0,123,27,3,1,1,1,1
"21050410091456540",0,0,1,0,286,2609317,9,4,28,7,18,4,0,0,34,35,184,5,6,14,3,0,4,237,47,2,1,1,1,1
"21050410135880996",0,0,1,7824,122,350933,10,3,29,7,18,0,2,1,26,21,49,3,8,9,2,0,0,92,28,2,1,1,1,1
"21050410185804770",0,0,1,19767,169,390822,9,3,22,6,11,0,2,1,35,18,91,0,5,14,2,0,0,114,51,4,0.666666666666667,0,1,1
"21050410204700108",0,0,1,10684,255,193878,11,4,28,6,16,5,8,4,57,27,100,1,9,40,3,3,2,200,52,3,1,1,1,1
"21050410215930040",0,0,1,17007,172,179753,9,3,24,6,12,0,5,5,35,19,92,0,5,8,2,0,0,124,46,2,1,1,1,1
"21050410221485090",0,0,1,12201,141,209535,11,4,27,6,17,4,4,5,30,23,50,1,9,12,2,0,4,110,29,2,1,1,1,1
"21050410250993960",0,0,1,10989,175,569348,11,4,27,7,16,2,4,2,25,27,88,4,8,12,2,0,2,144,29,2,0.666666666666667,0,1,1
"21050410254127950",0,0,1,23239,107,235060,8,3,25,6,14,0,3,0,27,21,35,0,8,10,2,0,0,84,21,2,1,1,1,1
"21050410281559630",0,0,1,6150,167,203038,9,3,21,6,12,0,2,1,43,18,47,0,6,47,2,0,0,96,67,4,1,1,1,1
"21050410291200704",0,0,1,12242,150,311072,10,4,29,7,17,7,6,0,27,20,55,4,8,20,2,0,7,114,33,3,0.666666666666667,0,1,1
"21050410314985940",0,0,1,5309,194,138163,9,3,23,6,14,0,3,2,39,22,105,0,8,12,2,0,0,139,52,3,0.666666666666667,0,1,1
"21050410324781024",0,0,1,30368,155,220814,10,3,23,6,13,0,9,4,30,18,72,1,8,9,3,0,0,118,35,2,1,1,1,1
"21050410351574612",0,0,1,0,232,466434,9,4,27,7,16,15,0,0,30,18,114,7,5,40,2,2,13,157,73,2,0,0,0,0
"21050410385464884",0,0,1,33465,144,259387,10,3,26,6,14,0,8,1,28,21,54,1,8,20,2,0,0,96,43,5,1,1,1,1
"21050410392475532",0,0,1,35414,156,8677872,9,3,24,6,11,0,7,2,31,18,81,0,5,9,2,0,0,111,41,4,1,1,1,1
"21050410414552132",0,0,1,16687,114,413285,10,4,21,6,12,4,5,2,36,18,33,0,6,7,2,2,2,88,24,2,1,1,1,1
"21050410420759640",0,0,1,6624,114,291240,10,3,25,6,16,0,3,1,27,24,35,1,8,12,2,0,0,89,23,2,1,1,1,1
"21050410434308160",0,0,1,31051,168,289090,10,4,24,6,12,8,6,2,32,18,81,0,8,10,2,0,8,110,31,27,1,1,1,1
"21050410454053930",0,0,1,86165,180,632175,10,3,24,6,13,0,6,4,40,18,94,1,6,8,2,0,0,122,56,2,1,1,1,1
"21050410473695670",0,0,1,44352,186,470067,11,4,25,7,16,6,4,2,32,21,95,3,6,14,2,0,6,150,34,2,1,1,1,1
"21050410504641908",0,0,1,60662,148,372527,11,4,29,6,16,4,9,6,29,20,55,2,8,12,2,0,4,108,38,2,1,1,1,1
"21050410544142210",0,1,1,17235,266,298205,10,3,32,7,20,0,6,4,33,23,159,13,11,14,2,0,0,208,55,3,1,1,1,1
"21050411013356068",0,1,0,22427,189,342788,11,5,27,7,17,8,5,1,30,19,97,3,9,13,3,2,6,142,45,2,1,1,1,1
"21050411033210710",0,0,1,9949,202,321732,11,4,26,7,16,10,3,1,35,21,90,2,9,28,2,3,7,148,52,2,0.333333333333333,0,1,0
"21050411180985100",0,0,1,12704,145,269338,9,3,21,6,12,0,4,2,34,18,71,0,6,6,3,0,0,100,43,2,1,1,1,1
"21050411253527536",0,0,1,0,174,125122,7,3,22,6,13,0,0,0,50,18,78,0,10,13,4,0,0,126,42,6,1,1,1,1
"21050411312387104",1,0,1,15787,174,205279,10,3,24,6,15,0,6,2,33,21,82,2,9,16,2,0,0,126,45,3,1,1,1,1
"21050411314375350",0,0,1,43734,218,285603,10,3,27,6,15,0,6,1,40,22,108,2,8,28,2,0,0,171,44,3,0.666666666666667,0,1,1
"21050411334120370",0,0,1,23766,159,458895,11,5,28,6,16,5,8,4,25,21,76,2,5,10,2,2,3,118,38,3,1,1,1,1
"21050411342474416",0,0,1,0,234,181886,9,4,23,6,13,3,0,0,43,18,134,1,11,21,2,0,3,170,59,5,1,1,1,1
"21050411361324240",1,0,1,17513,171,279154,10,4,23,6,14,2,4,1,32,21,89,0,8,11,2,0,2,128,36,7,0.666666666666667,0,1,1
"21050411433754840",0,0,1,0,316,359430,9,4,25,7,13,6,0,0,38,19,82,1,8,159,2,4,2,120,184,12,0.666666666666667,0,1,1
"21050411442529516",0,0,1,25771,172,520369,11,4,25,7,15,9,5,1,30,18,76,5,9,16,2,2,7,134,36,2,0.666666666666667,0,1,1
"21050411463148670",0,0,0,23476,196,175255,8,3,22,6,13,0,5,0,39,24,102,0,8,15,2,0,0,145,45,6,1,1,1,1
"21050411474772668",0,0,1,25367,210,406326,11,4,26,7,17,8,7,3,29,20,101,4,6,29,2,0,8,155,51,4,0.666666666666667,0,1,1
"21050411524141916",0,0,1,6604,141,354850002,10,4,24,6,12,4,2,1,32,19,61,0,8,11,2,0,4,105,32,4,0,0,0,0
"21050411552845440",0,1,0,13089,328,287042,11,4,29,7,16,7,6,2,27,18,233,5,8,19,2,0,7,262,63,3,1,1,1,1
"21050411575922260",0,0,1,0,236,118588,7,3,25,6,14,0,0,0,47,25,138,0,9,12,4,0,0,171,52,13,1,1,1,1
"21050412044405188",0,0,1,10278,93,258771,8,3,21,6,11,0,2,0,25,18,33,0,5,7,2,0,0,71,20,2,1,1,1,1
"21050412080568224",0,0,1,4804,122,118875,9,3,22,6,12,0,3,1,31,18,49,0,8,9,2,0,0,92,27,3,0,0,0,0
"21050412091148164",0,0,1,40566,174,266174,11,4,24,6,14,6,7,2,34,19,84,1,8,10,2,3,3,133,39,2,1,1,1,1
"21050412125603824",1,0,1,11839,136,194076,10,3,26,6,16,0,6,1,31,23,50,1,8,13,2,0,0,107,27,2,1,1,1,1
"21050412183338410",0,0,1,11424,109,26240831,9,3,25,7,14,0,2,0,27,19,42,1,8,7,2,0,0,85,22,2,1,1,1,1
"21050412192260344",0,0,1,6306,162,203466,10,3,24,6,14,0,3,1,51,19,66,1,8,10,2,0,0,137,23,2,1,1,1,1
"21050412200994348",0,0,1,0,135,130545,8,4,22,6,12,2,0,0,31,21,55,0,5,18,2,0,2,97,35,3,1,1,1,1
"21050412202153120",0,0,1,0,134,242040,8,4,21,6,11,4,0,0,26,18,69,0,5,9,2,0,4,95,37,2,1,1,1,1
"21050412215413024",0,0,1,5039,162,116362,10,4,22,6,12,2,2,3,40,21,75,0,6,9,3,0,2,121,39,2,1,1,1,1
"21050412302118240",0,0,1,13426,199,304411,11,4,26,7,15,7,5,2,35,21,108,3,6,8,3,0,7,158,38,3,0.666666666666667,0,1,1
"21050412441283012",0,0,0,14603,135,249603,9,3,23,6,14,0,3,1,29,22,52,0,8,17,2,0,0,95,38,2,1,1,1,1
"21050412470514736",0,0,1,9526,176,382228,9,3,26,6,13,0,5,0,39,19,93,1,5,11,2,0,0,140,33,3,0.666666666666667,0,1,1
"21050412502640170",0,0,1,6493,113,197536,9,4,25,6,14,2,2,0,33,20,40,0,6,7,2,0,2,89,22,2,1,1,1,1
"21050412511305468",0,0,1,5057,194,284221,10,5,23,6,14,7,3,5,33,19,103,0,9,11,3,2,5,139,48,7,0.666666666666667,0,1,1
"21050412515717744",0,0,1,12687,162,166809,9,3,22,6,13,0,3,2,35,21,81,0,6,10,3,0,0,119,41,2,1,1,1,1
"21050412545021104",0,0,1,159821,156,494152,10,3,25,6,14,0,5,3,31,18,76,1,9,10,2,0,0,110,44,2,1,1,1,1
"21050413025691824",0,0,1,4616,116,153915,9,3,23,6,13,0,2,2,33,18,37,0,9,12,2,0,0,90,24,2,1,1,1,1
"21050413082616270",1,1,1,9537,135,229771,11,4,23,6,12,6,4,2,33,18,55,1,5,8,2,2,4,101,31,3,1,1,1,1
"21050413103059068",0,0,1,8765,139,144391,9,3,22,6,12,0,4,1,37,18,52,0,8,16,2,0,0,109,28,2,1,1,1,1
"21050413131625636",1,1,1,34071,136,359240,11,4,30,7,17,5,5,3,25,27,46,2,8,12,2,0,5,100,34,2,1,1,1,1
"21050413192842004",0,0,1,0,145,198479,9,4,27,6,18,5,0,0,35,21,56,2,9,14,2,5,0,113,30,2,1,1,1,1
