"session_id","fullscreen","hq","music","hover_duration","n_actions","elapsed_time","n_event_name","n_name","n_fqid","n_room_fqid","n_text_fqid","n_notebook_click","n_object_hover","n_map_hover","n_cutscene_click","n_person_click","n_navigate_click","n_observation_click","n_notification_click","n_object_click","n_map_click","n_page1","n_page2","n_page3","n_page4","n_page5","n_page6","n_page0","n_historicalsociety","n_kohlcenter","n_capitol","n_humanecology","n_drycleaner","n_library","n_wildlifecenter","n_flaghouse","correctness","q14","q15","q16","q17","q18","cp1","cp2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13"
"21020512161052730",0,1,0,64333,651,737558,10,3,61,13,43,0,19,52,75,136,295,5,14,35,19,0,0,0,0,0,0,0,349,0,29,0,0,116,112,45,0.8,1,0,1,1,1,1,0.4,1,1,1,1,0,1,1,0,0,0,0,1,0
"21020512162541096",0,0,1,46332,573,1578773,11,4,59,14,33,2,21,42,78,132,247,3,8,27,12,0,0,0,0,2,0,0,350,0,40,15,0,44,86,38,0.6,0,1,0,1,1,1,0.8,1,1,1,1,1,1,1,0,1,1,1,1,0
"21020512184365570",0,1,1,45809,386,572010,11,4,56,12,34,2,14,21,63,106,144,4,8,17,6,0,0,0,2,0,0,0,233,0,8,0,0,38,75,32,0.6,1,0,0,1,1,0.666666666666667,0.6,0,1,1,1,1,0,1,1,0,0,1,1,0
"21020512190982260",0,0,1,44264,481,644694,11,4,54,12,38,11,23,30,57,111,206,5,8,22,7,0,0,0,6,5,0,0,265,0,16,0,0,58,112,30,1,1,1,1,1,1,1,0.6,1,1,1,0,1,0,1,1,1,0,1,1,0
"21020512203575970",0,0,1,73149,446,722384,11,5,56,12,36,7,25,22,59,110,181,4,8,21,8,1,1,1,2,0,0,2,234,0,13,0,0,75,93,31,0.8,1,0,1,1,1,0.666666666666667,0.9,1,1,0,1,1,1,1,0,1,1,1,1,1
"21020512210049290",0,0,1,0,2218,3147741,9,6,72,16,38,53,0,0,58,126,1685,10,8,175,102,1,5,7,29,4,3,4,1093,277,179,117,121,300,107,24,0.4,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"21020512220107096",0,0,1,34083,307,371236,10,3,52,12,29,0,12,10,60,96,90,3,8,21,6,0,0,0,0,0,0,0,178,0,7,0,0,33,65,24,0.6,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020512221851840",0,1,1,34064,530,734215,11,4,60,12,39,8,22,25,80,125,202,6,14,31,16,0,0,0,4,0,4,0,298,0,22,0,0,75,95,40,0.8,0,1,1,1,1,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"21020512240858060",0,1,1,35018,595,559713,11,4,53,13,31,11,18,35,63,100,325,4,6,22,10,0,0,0,2,0,9,0,360,0,53,0,0,68,83,31,0.8,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020512243668136",0,1,1,0,1360,916899,9,6,60,13,45,40,0,0,77,160,937,6,17,84,38,0,0,0,2,27,11,0,652,0,226,0,0,97,295,90,0.8,1,0,1,1,1,0.333333333333333,0.6,0,1,0,1,0,1,1,1,1,0,1,0,0
"21020512275897940",0,0,1,35336,729,418756,11,4,57,16,34,6,34,41,84,165,326,5,19,32,16,0,0,0,0,0,6,0,453,10,45,5,4,60,108,44,0.6,0,0,1,1,1,0.333333333333333,0.4,0,1,0,0,0,0,1,1,0,0,1,1,0
"21020512323181864",0,0,1,22575,496,594155,11,6,59,14,39,47,22,13,59,110,204,5,8,20,7,0,0,4,13,14,16,0,305,0,9,0,0,53,93,36,0.8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020512331552400",0,0,1,60892,467,556784,11,4,55,12,32,2,12,10,68,103,220,5,8,31,7,0,0,2,0,0,0,0,282,0,11,0,0,50,99,25,0.6,1,0,1,0,1,1,0.8,1,1,1,1,1,1,1,0,1,1,0,1,1
"21020512350559696",0,0,1,32772,552,617467,11,4,53,12,36,28,21,27,76,131,206,4,8,42,8,0,0,0,14,9,5,0,300,0,21,0,0,59,133,39,0.4,0,0,1,0,1,0.666666666666667,0.9,0,1,1,1,1,1,1,1,1,1,1,1,0
"21020512362678176",1,1,1,286900,757,2297386,11,4,56,14,35,4,13,32,63,119,472,5,7,26,15,0,0,0,0,0,4,0,446,0,29,12,0,77,132,61,0.8,1,1,0,1,1,1,0.5,1,1,1,1,0,0,0,1,0,1,1,1,0
"21020512373354920",0,0,1,35725,454,480035,11,4,53,12,31,12,16,13,61,99,202,3,10,29,8,0,0,0,4,4,4,0,251,0,7,0,0,51,117,28,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,0,1,1,1,0
"21020512382148830",0,1,1,41418,522,729775,11,4,58,13,32,22,31,19,79,122,164,3,8,65,8,0,0,0,10,6,6,0,278,0,18,0,0,106,90,30,0.4,0,1,0,0,1,0.666666666666667,0.9,0,1,1,1,1,1,1,0,1,1,1,1,1
"21020512391529772",1,0,1,50375,663,874869,11,4,50,12,37,2,15,16,74,136,385,3,8,17,6,0,0,0,0,2,0,0,238,0,10,0,0,45,342,28,1,1,1,1,1,1,0.666666666666667,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"21020512404154012",0,0,1,75851,849,240225964,11,4,64,15,40,8,43,123,55,143,398,5,8,37,28,0,0,0,0,8,0,0,355,0,97,24,7,132,193,41,0.8,1,1,1,0,1,1,0.4,1,1,1,1,0,0,0,0,0,1,1,1,0
"21020512423536310",0,0,1,32305,575,502346,11,4,59,12,38,10,21,22,63,122,275,4,14,37,6,0,0,0,5,2,3,0,348,0,19,0,0,53,115,40,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0,1,1,0
"21020512445861470",0,0,1,43391,491,698077,11,5,54,13,37,12,25,13,72,136,182,5,13,26,6,0,1,3,3,3,2,0,283,0,6,0,0,70,98,34,0.4,1,0,1,0,0,0.666666666666667,0.4,0,1,1,0,0,1,0,0,1,0,1,0,1
"21020512451852850",1,1,1,54672,482,600521,10,3,56,12,35,0,22,13,76,141,178,4,14,26,7,0,0,0,0,0,0,0,256,0,9,0,0,51,137,29,0.8,1,1,1,0,1,1,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1
"21020512505370556",0,0,1,42930,974,1137099,11,6,58,15,40,27,19,41,89,137,596,7,13,26,18,0,0,0,7,12,8,0,531,36,18,22,0,104,228,35,0.4,1,0,0,0,1,1,0.5,1,1,1,1,0,0,1,0,0,1,1,1,0
"21020512545841132",0,0,1,54350,578,3334933,11,4,59,13,37,14,23,34,77,128,253,7,14,20,7,0,0,0,0,6,8,0,325,0,18,0,0,69,130,36,0.6,1,0,1,1,0,0.666666666666667,0.6,0,1,1,1,1,0,0,1,0,1,1,1,0
"21020512562414212",0,0,1,51218,574,741848,11,4,58,13,37,3,23,25,60,108,294,5,11,34,10,0,0,0,0,3,0,0,321,0,27,0,0,53,144,29,0.4,1,0,0,0,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"21020512575450760",0,0,1,32287,533,512256,10,3,58,12,37,0,23,17,73,131,245,4,11,19,9,0,0,0,0,0,0,0,287,0,29,0,0,47,132,38,0.6,0,1,0,1,1,0.666666666666667,0.8,1,0,1,1,1,1,1,0,1,1,1,1,0
"21020512593520230",0,0,1,23487,671,673890,11,4,59,16,41,10,10,37,74,149,335,4,8,18,25,0,0,0,2,2,6,0,341,32,35,28,18,60,132,25,0.6,0,0,1,1,1,0.666666666666667,0.4,0,1,1,0,0,1,1,0,0,0,1,1,0
"21020512593970444",0,0,1,48928,534,100580763,11,4,58,13,39,12,26,32,72,132,209,4,14,19,13,0,0,0,2,4,6,0,285,0,24,0,0,64,113,48,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,0,1,1,1,1,0
"21020513012618344",0,0,1,69426,818,839295,11,6,59,13,36,17,25,20,91,134,440,5,26,50,9,0,0,0,2,4,11,0,418,0,23,0,0,61,284,32,1,1,1,1,1,1,1,0.8,1,1,1,1,0,1,1,0,1,1,1,1,1
"21020513021040640",0,0,1,49443,572,1066378,11,4,62,15,39,13,25,21,85,128,242,5,16,25,11,0,0,0,9,2,2,0,300,2,16,7,0,56,165,26,0.8,1,0,1,1,1,1,0.7,1,1,1,1,1,0,1,0,1,1,1,1,0
"21020513032002690",0,0,1,0,436,536513,9,5,52,12,38,5,0,0,58,107,182,5,11,58,9,0,0,0,1,2,2,0,234,0,10,0,0,62,83,47,0.8,0,1,1,1,1,1,0.7,1,1,1,1,0,1,1,0,1,1,1,1,0
"21020513065627730",0,0,1,68683,518,870288,11,5,58,14,41,8,25,43,76,131,188,6,11,21,8,1,1,1,1,1,2,1,278,0,12,14,0,60,103,51,0.6,1,0,1,0,1,1,0.6,1,1,1,1,0,1,1,1,0,1,0,1,0
"21020513084643532",1,0,1,74312,404,588466,11,5,57,12,34,5,26,24,63,98,134,4,11,30,8,0,0,1,2,2,0,0,202,0,11,0,0,67,91,33,0.4,0,0,1,0,1,1,0.7,1,1,1,1,0,1,1,1,1,1,0,1,0
"21020513091401596",0,1,1,0,433,1009002,9,4,51,13,38,13,0,0,58,116,195,4,8,29,9,0,0,0,0,3,10,0,218,0,29,0,0,61,97,28,0.8,0,1,1,1,1,1,0.6,1,1,1,1,0,1,0,1,1,0,1,1,0
"21020513131088184",0,0,1,53936,526,1159539,11,4,56,12,34,8,33,23,75,122,223,3,11,21,6,0,0,0,6,2,0,0,282,0,7,0,0,46,160,31,0.8,1,1,0,1,1,1,0.7,1,1,1,1,0,1,1,1,1,0,0,1,1
"21020513131738420",0,0,1,22836,458,850828,11,5,51,12,32,10,14,11,74,128,187,3,8,15,7,1,1,1,1,1,2,3,247,0,6,0,0,44,121,40,1,1,1,1,1,1,1,0.7,1,1,1,1,1,0,0,1,1,0,1,1,1
"21020513134762316",0,0,1,45127,601,2443278,11,4,55,15,37,23,10,44,55,112,301,5,8,16,26,0,0,0,7,10,6,0,350,31,24,24,0,43,101,28,0.8,1,1,1,0,1,1,0.5,1,1,1,1,1,1,0,0,1,0,1,0,0
"21020513134956296",0,1,1,46822,479,716679,10,3,60,14,37,0,19,15,63,110,214,6,17,25,9,0,0,0,0,0,0,0,303,0,21,0,0,38,81,36,0.8,1,0,1,1,1,1,0.8,1,1,1,1,1,1,1,0,1,1,1,1,0
"21020513202883850",0,0,0,38875,506,737071,11,4,54,12,37,33,20,7,67,114,202,3,12,41,6,0,0,0,4,16,13,0,247,0,14,0,0,77,128,40,0.8,0,1,1,1,1,1,0.6,1,1,1,1,0,1,0,1,0,1,1,0,1
"21020513203794810",0,0,1,32827,502,553105,11,4,54,12,36,2,10,18,77,127,216,4,11,26,10,0,0,0,0,0,2,0,256,0,19,0,0,42,153,32,0.6,0,0,1,1,1,1,0.5,1,1,1,1,0,0,1,1,0,1,0,1,0
"21020513221209984",0,0,1,34582,633,643025,11,4,60,13,36,51,29,25,72,122,284,5,14,22,8,0,0,2,19,14,16,0,390,0,13,3,0,56,129,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020513223105900",0,0,1,49447,534,539634,11,4,51,12,36,2,11,49,87,132,195,4,18,20,15,0,0,0,0,0,2,0,308,0,49,0,0,56,89,32,0.4,0,0,1,0,1,1,0.6,1,1,1,1,0,1,1,0,1,0,1,1,0
"21020513223678644",0,0,1,25708,341,510574,10,3,54,12,33,0,13,10,66,101,113,4,11,16,6,0,0,0,0,0,0,0,202,0,6,0,0,38,68,27,0.6,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020513224827970",0,0,1,62486,462,719149,11,4,55,12,36,4,21,29,77,129,158,3,16,17,7,0,0,0,0,2,2,0,251,0,13,0,0,39,129,30,0.4,0,0,1,0,1,1,0.6,1,1,1,1,0,1,1,1,1,1,0,0,0
"21020513265317190",0,0,1,53487,430,587513,11,4,54,12,32,6,18,30,59,105,166,5,13,21,6,0,0,0,2,2,2,0,237,0,11,0,0,56,98,28,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020513270366390",0,0,1,38689,382,520397,10,3,54,13,33,0,13,19,64,101,121,4,8,43,8,0,0,0,0,0,0,0,218,0,12,0,0,41,72,39,1,1,1,1,1,1,0.666666666666667,0.7,0,1,1,1,1,1,1,0,1,1,1,0,0
"21020513272543964",0,0,1,97295,590,21423801,11,4,58,13,35,9,23,17,62,104,301,5,15,43,10,0,0,0,6,3,0,0,349,0,12,0,0,92,104,33,0.4,0,0,1,0,1,1,0.8,1,1,1,0,1,1,1,1,1,0,1,1,1
"21020513290596332",0,0,1,41963,559,891863,10,3,59,15,42,0,19,18,65,127,276,5,9,29,10,0,0,0,0,0,0,0,317,0,13,16,0,68,116,29,0.6,1,0,1,0,1,0.666666666666667,0.6,0,1,1,1,0,1,1,1,0,1,0,1,0
"21020513294511770",0,0,1,36750,508,681202,10,3,54,13,33,0,19,27,84,128,189,4,10,36,10,0,0,0,0,0,0,0,277,0,40,0,0,51,105,35,0.4,0,1,0,0,1,1,0.4,1,1,1,0,0,1,0,1,0,1,1,0,0
"21020513300948508",0,0,1,38448,541,450193,11,4,56,13,35,10,16,16,70,105,278,4,10,25,6,0,0,0,4,2,4,0,315,0,15,0,0,47,131,33,0.6,1,0,0,1,1,0.666666666666667,0.5,0,1,1,0,0,0,1,1,1,0,1,0,1
"21020513315877896",0,0,1,0,576,377018,9,5,54,12,34,6,0,0,77,99,320,6,14,45,8,0,0,1,3,0,2,0,314,0,11,0,0,90,120,41,1,1,1,1,1,1,0.666666666666667,0.9,0,1,1,1,1,1,0,1,1,1,1,1,1
"21020513350043984",0,0,1,48570,669,849079,11,4,55,13,38,4,27,31,56,113,378,5,9,30,15,0,0,0,0,4,0,0,316,0,22,0,0,102,183,46,0.6,0,0,1,1,1,1,0.6,1,1,1,0,0,0,1,1,1,1,0,1,1
"21020513371003860",0,1,0,78277,964,1837055,10,3,63,16,43,0,53,73,73,155,486,4,26,65,28,0,0,0,0,0,0,0,526,57,71,17,29,104,110,50,0.4,0,0,1,0,1,0.666666666666667,0.2,0,1,1,1,0,1,0,0,0,0,0,0,0
"21020513415935332",0,0,1,35238,422,563125,11,4,51,13,34,4,13,5,76,122,157,5,8,22,9,0,0,0,0,0,4,0,224,0,6,0,3,51,112,26,0.8,1,0,1,1,1,1,0.8,1,1,1,1,1,1,1,0,1,1,1,1,0
"21020513451625544",0,0,1,0,891,566577,9,4,54,15,37,32,0,0,83,176,525,6,8,32,28,0,0,0,12,8,12,0,340,28,36,30,8,131,279,39,1,1,1,1,1,1,1,0.8,1,1,1,1,0,1,1,0,1,1,1,1,1
"21020513455002924",0,0,1,47959,387,584681,11,4,53,12,33,2,18,16,76,120,116,4,11,16,7,0,0,0,2,0,0,0,222,0,10,0,0,36,92,27,0.8,1,1,0,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0,0,1,1
"21020513480526860",0,0,0,78368,440,1117372,10,3,53,12,36,0,11,30,74,132,145,3,10,26,8,0,0,0,0,0,0,0,254,0,30,0,0,37,88,31,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0
"21020513480877012",0,0,1,0,725,999226,9,4,56,13,36,42,0,0,77,125,381,5,11,75,8,0,0,0,15,12,15,0,353,0,14,0,0,177,148,33,0.8,1,0,1,1,1,0.666666666666667,0.7,0,1,1,1,0,1,1,1,1,0,0,1,1
"21020513513961852",0,0,1,25467,656,471533,11,5,57,13,35,12,14,32,79,131,344,5,6,18,14,0,0,0,0,8,4,0,360,0,46,0,0,94,116,40,0.6,1,0,0,1,1,1,0.7,1,1,1,1,0,1,1,1,1,1,0,1,0
"21020513514127936",0,0,1,51647,794,748712,11,4,55,13,38,14,19,49,61,116,466,6,11,38,13,0,0,0,4,8,2,0,425,0,17,0,0,106,188,58,0.8,1,0,1,1,1,1,0.6,1,1,1,1,0,1,1,0,1,1,0,1,0
"21020513522560600",0,0,1,76945,975,1007295,11,5,64,16,38,9,33,110,58,113,565,7,10,34,35,0,0,1,4,4,0,0,524,19,39,32,22,130,182,27,0.6,1,0,0,1,1,0.666666666666667,0.3,0,1,1,1,0,0,1,1,0,0,0,0,0
"21020513531723300",0,0,1,0,959,1786251,9,5,58,16,39,17,0,0,59,121,666,5,8,52,30,0,0,0,3,8,6,0,520,4,38,44,19,118,178,38,1,1,1,1,1,1,1,0.7,1,1,1,1,1,1,1,0,1,0,1,1,0
"21020513534361750",1,0,1,25962,595,629793,10,3,51,13,35,0,16,19,75,125,318,3,10,18,10,0,0,0,0,0,0,0,365,0,11,0,0,53,129,37,0.4,0,0,0,1,1,1,0.6,1,1,1,1,0,1,1,0,1,1,1,0,0
"21020513544990584",1,1,0,43191,599,768093,11,5,51,13,37,3,16,27,79,132,275,5,9,41,11,0,0,0,1,2,0,0,314,0,12,0,0,83,158,32,0.6,0,0,1,1,1,0.666666666666667,0.6,0,1,1,1,0,1,1,0,1,1,0,1,0
"21020513554820720",0,0,0,24403,386,4455351,11,4,52,12,34,2,11,12,62,104,162,4,8,12,8,0,0,0,2,0,0,0,235,0,13,0,0,35,70,33,0.8,1,1,1,0,1,1,0.7,1,1,1,1,1,1,1,0,1,0,1,1,0
"21020513584796856",1,1,1,38073,513,538689,10,3,54,12,33,0,23,13,65,100,271,4,8,21,7,0,0,0,0,0,0,0,282,0,23,0,0,57,117,34,0.8,1,0,1,1,1,1,0.6,1,1,1,1,0,1,1,0,1,0,1,1,0
"21020513585161108",0,0,1,0,598,532284,9,4,57,13,37,4,0,0,77,129,332,5,14,26,10,0,0,0,0,4,0,0,301,50,13,0,0,83,124,27,1,1,1,1,1,1,1,0.8,1,1,1,1,0,1,1,1,1,1,0,1,1
"21020514012261412",0,0,1,37713,370,530115,10,3,53,12,31,0,14,13,55,98,152,4,8,18,7,0,0,0,0,0,0,0,205,0,8,0,0,46,83,28,0.8,1,1,0,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"21020514025908068",0,0,1,39302,480,536773,11,4,54,13,37,3,14,17,59,110,239,5,8,17,7,0,0,0,0,3,0,0,277,0,18,0,0,53,98,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020514045309090",0,0,1,20110,433,613073,10,3,57,13,34,0,19,10,76,124,164,3,11,19,6,0,0,0,0,0,0,0,263,0,6,0,0,40,85,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020514083710690",0,0,1,74469,625,1702662,11,6,62,16,38,40,16,56,59,115,276,4,11,27,20,2,2,2,7,12,11,4,331,29,33,15,16,59,102,40,0.6,1,0,0,1,1,0.666666666666667,0.6,0,1,1,0,0,1,0,1,1,1,1,1,0
"21020514165492292",0,0,0,38982,388,781958,10,3,52,12,35,0,17,11,74,127,120,3,11,18,6,0,0,0,0,0,0,0,229,0,10,0,0,33,87,29,1,1,1,1,1,1,1,0.6,1,1,1,1,0,1,1,1,1,0,1,0,0
"21020514194269760",0,0,1,25733,442,455794,10,3,51,12,35,0,12,13,53,100,228,5,8,16,6,0,0,0,0,0,0,0,257,0,7,0,0,48,93,37,0.8,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020514202333584",0,0,0,49468,579,850092,11,4,60,14,35,6,26,22,62,112,284,4,8,44,10,0,0,0,0,0,6,0,296,0,8,0,0,131,93,51,0.4,0,0,0,1,1,0.666666666666667,0.2,0,1,1,1,0,0,1,0,0,0,0,0,0
"21020514324768772",0,1,1,33485,622,631904,11,4,55,13,35,13,16,23,59,104,367,4,8,17,10,0,0,0,2,2,9,0,383,0,36,0,0,66,111,26,0.6,0,1,0,1,1,0.666666666666667,0.8,0,1,1,1,0,1,1,1,1,1,0,1,1
"21020514335764252",0,0,1,93797,980,1594690,11,4,68,16,40,28,46,104,62,131,511,4,6,61,26,0,0,0,4,12,12,0,541,68,27,46,40,114,88,56,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,1,0,1,1,1,0
"21020514393314784",0,0,1,91656,914,1422674,11,6,65,15,41,50,36,72,57,140,462,6,35,37,18,2,2,4,10,10,21,1,481,0,63,23,9,65,200,73,0.4,0,0,0,1,1,0.666666666666667,0.3,0,1,1,0,0,1,0,1,0,0,1,0,0
"21020514455211004",0,0,1,67893,849,832568,11,5,62,13,39,29,36,16,61,112,510,8,19,48,9,0,0,0,16,9,4,0,618,0,19,0,0,53,126,33,0.8,0,1,1,1,1,1,0.7,1,1,1,1,1,0,1,1,1,1,0,1,0
"21020514455792484",0,0,1,37065,500,665684,11,4,58,13,36,2,22,12,78,126,216,4,11,20,8,0,0,0,0,0,2,0,280,0,19,0,0,58,114,29,0.8,1,1,1,0,1,1,0.8,1,1,1,0,1,1,1,1,1,1,1,1,0
"21020514461935424",0,0,1,54515,626,945094,11,4,58,14,43,14,20,39,79,162,235,6,14,42,14,0,0,0,2,12,0,0,306,0,25,20,10,58,179,28,0.8,1,0,1,1,1,0.666666666666667,0.8,1,1,0,1,1,0,1,1,0,1,1,1,1
"21020514470922730",0,0,1,54676,623,798375,11,4,53,13,34,2,23,17,78,126,338,4,8,20,6,0,0,0,0,2,0,0,352,0,44,0,0,73,123,31,0.6,1,0,0,1,1,1,0.8,1,1,1,1,1,1,1,0,1,0,1,1,1
"21020514544065116",0,0,1,22135,461,744566,11,4,53,13,33,30,11,11,60,107,186,4,8,31,12,0,0,0,2,13,15,0,232,0,30,0,0,62,107,30,0.6,1,0,0,1,1,1,0.3,1,1,1,1,0,1,0,0,0,0,0,1,0
"21020514594938384",0,0,1,38319,852,732485,11,5,55,13,37,35,21,14,75,131,497,6,10,50,12,1,1,1,12,12,6,2,463,0,38,0,0,76,237,38,0.6,1,0,0,1,1,0.333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"21020515001519220",0,0,1,49220,722,623537,11,4,59,15,36,4,17,80,72,131,361,5,10,19,22,0,0,0,0,0,4,0,395,0,63,14,9,90,115,36,0.6,0,1,0,1,1,1,0.8,1,1,1,1,1,0,1,1,1,1,1,1,0
"21020515035129636",0,0,1,27204,440,440433,11,6,50,12,31,21,19,20,58,102,185,4,8,16,6,0,0,0,2,6,13,0,251,0,13,0,0,54,93,29,0.4,0,0,1,0,1,1,0.8,1,1,1,1,1,1,0,1,1,1,1,1,0
"21020515135203336",0,0,1,58441,573,528267,11,4,56,12,37,4,20,25,60,112,297,4,14,28,8,0,0,0,0,0,4,0,322,0,20,0,0,70,124,37,0.8,1,1,0,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"21020515184612424",0,0,1,0,974,917546,9,4,49,12,37,42,0,0,64,121,702,4,8,22,10,0,0,0,3,22,17,0,420,0,60,0,0,112,335,47,0.6,1,0,0,1,1,1,0.5,1,1,1,1,0,0,1,0,0,1,1,1,0
"21020515204850216",0,0,1,73271,413,1198418,10,3,54,12,33,0,14,18,74,125,141,5,8,16,11,0,0,0,0,0,0,0,227,0,8,0,0,36,116,26,0.8,1,1,1,0,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"21020515214401600",0,0,1,48547,426,564283,11,4,58,13,36,2,13,14,59,104,189,4,14,19,7,0,0,0,0,2,0,0,248,0,9,0,0,42,99,28,0.8,1,1,0,1,1,1,0.6,1,1,1,1,0,1,1,0,1,0,0,1,1
"21020515342967308",0,0,1,27361,525,569648,11,4,56,13,35,2,14,24,80,126,231,4,13,23,7,0,0,0,2,0,0,0,292,0,13,0,0,42,149,29,0.6,1,1,0,0,1,1,0.7,1,1,1,1,1,0,0,1,1,1,0,1,1
"21020515345989796",0,0,1,0,457,936948,9,6,51,12,36,43,0,0,57,108,198,4,14,19,13,0,0,13,14,12,4,0,252,0,12,0,0,48,114,31,0.8,1,1,1,0,1,0.666666666666667,0.3,0,1,1,0,0,1,0,0,1,1,0,0,0
"21020515384442570",0,0,1,23677,719,383988,10,3,55,12,39,0,23,11,66,106,452,4,14,32,10,0,0,0,0,0,0,0,436,0,35,0,0,87,120,41,0.8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21020515403893960",0,0,1,25925,625,449547,11,4,51,14,35,15,12,17,80,125,337,4,11,16,7,0,0,4,9,0,2,0,386,0,19,0,6,62,116,36,0.8,1,0,1,1,1,1,0.2,1,1,1,0,0,0,0,1,0,0,0,1,0
"21020515414499840",0,0,1,90672,1417,7056721,11,6,62,16,37,38,31,130,104,120,899,11,6,41,36,0,0,3,14,8,13,0,795,78,88,60,35,134,175,52,0.2,0,0,1,0,0,0.666666666666667,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"21020515435218860",0,0,0,47189,459,788911,11,6,57,13,39,28,19,9,64,109,180,3,14,25,7,0,1,1,12,7,7,0,257,0,16,0,0,70,87,29,0.8,1,0,1,1,1,1,0.4,1,1,1,1,0,1,1,0,0,0,0,1,0
"21020515552688524",0,0,1,38751,402,552955,10,3,57,15,32,0,13,38,54,96,154,4,8,17,17,0,0,0,0,0,0,0,235,0,15,4,3,48,71,26,0.2,0,0,0,0,1,0.333333333333333,0.5,0,1,0,0,1,0,1,1,0,0,1,1,0
"21020515554472332",1,0,1,30119,615,413110,10,3,58,14,35,0,17,23,67,104,356,6,9,22,10,0,0,0,0,0,0,0,363,0,32,0,0,69,115,36,0.6,1,0,0,1,1,0.666666666666667,0.6,0,1,1,0,0,1,1,1,1,0,1,1,0
"21020516055516984",0,0,1,49995,550,1060014,11,6,57,13,34,55,21,38,78,128,190,8,8,17,6,0,0,0,28,15,12,0,313,0,13,0,0,54,135,35,1,1,1,1,1,1,1,0.7,1,1,1,1,0,1,1,0,1,1,1,1,0
"21020516090304052",0,0,1,61596,757,2121030,11,4,59,13,34,35,27,23,76,147,392,3,8,34,11,0,0,0,11,12,12,0,355,0,35,0,0,88,243,36,0,0,0,0,0,0,1,0.2,1,1,1,0,0,0,0,0,1,0,0,1,0
"21020516122153424",0,0,1,67345,539,557706,11,4,53,12,36,4,10,35,69,105,276,5,8,15,11,0,0,0,0,2,2,0,314,0,29,0,0,54,112,30,0.8,1,1,1,0,1,1,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1
"21020516200824780",1,0,1,89425,520,1022682,11,4,55,12,31,2,38,21,58,100,260,5,8,19,8,0,0,0,2,0,0,0,314,0,13,0,0,52,110,31,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,0,0,1,1,1,1
"21020516245167570",0,0,1,26731,425,425166,10,3,51,13,35,0,12,17,59,104,200,4,8,12,8,0,0,0,0,0,0,0,263,0,25,0,0,41,71,25,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"21020516393008384",0,0,1,37755,458,524587,11,4,56,13,41,12,14,16,59,106,188,5,16,30,11,0,0,0,4,6,2,0,264,0,11,0,0,51,95,37,0.8,1,0,1,1,1,0.666666666666667,0.5,0,1,1,1,0,1,0,1,1,0,1,0,0
"21020516524950070",1,1,1,35072,823,895428,11,4,52,12,35,4,13,20,79,127,494,5,10,58,12,0,0,0,0,0,4,0,470,0,39,0,0,137,145,32,0.6,1,1,0,0,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"21020516545786084",0,1,1,35978,504,543604,11,4,55,13,34,6,15,17,78,124,198,6,8,42,9,0,0,0,2,2,2,0,306,0,8,0,0,40,125,25,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"21020517111402884",0,0,1,42428,410,693120,11,4,52,12,32,2,9,13,77,120,156,4,8,13,7,0,0,0,0,2,0,0,242,0,14,0,0,34,94,26,0.8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
